id,Population,Elevation,Slope,Landcover,Riverflow,NAME,Road_dist,Cluster,Weight,xcoord,ycoord,X,Y,Unnamed_ 0,clusters,layer,path
"260","0",1092.390014999999948,,,,,,,6.000000000000000,,,862098.4926,8499861.432,"2273","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"261","0",1135.810058999999910,,,,,,,6.000000000000000,,,862088.9426,8500847.781,"2274","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"262","0",557.843017600000053,,,,,,,5.389191332499998,,,863303.7738,8480141.895,"2305","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"263","9",542.585998500000187,,,,,,,6.000000000000000,,,863294.4068,8481128.334,"2306","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"264","3",548.536987299999964,,,,,,,6.000000000000000,,,863285.0308,8482114.768,"2307","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"265","0",588.830017099999964,,,,,,,6.000000000000000,,,863275.6458,8483101.199,"2308","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"266","4",660.122985799999810,,,,,,,6.000000000000000,,,863266.2519,8484087.624,"2309","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"267","0",605.632995600000186,,,,,,,6.000000000000000,,,863256.8489,8485074.046,"2310","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"268","0",755.226013200000011,,,,,,,6.000000000000000,,,863238.0161,8487046.878,"2312","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"269","0",748.151000999999951,,,,,,,6.000000000000000,,,863228.5863,8488033.287,"2313","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"270","0",895.468994099999804,,,,,,,6.000000000000000,,,863219.1474,8489019.692,"2314","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"271","0",1026.489990000000034,,,,,,,6.000000000000000,,,863209.6996,8490006.093,"2315","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"272","0",1008.049987999999985,,,,,,,6.000000000000000,,,863200.2429,8490992.491,"2316","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"273","0",1076.400024000000030,,,,,,,4.256512709500000,,,863190.7771,8491978.884,"2317","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"274","0",1042.140014999999948,,,,,,,2.399719945500000,,,863181.3024,8492965.273,"2318","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"275","0",1068.000000000000000,,,,,,,1.638209110000000,,,863171.8187,8493951.658,"2319","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"276","0",912.872009299999945,,,,,,,4.846483050500000,,,863162.326,8494938.039,"2320","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"277","0",1015.299987999999985,,,,,,,3.163018817500000,,,863152.8244,8495924.417,"2321","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"278","0",1039.400024000000030,,,,,,,3.546436174500000,,,863143.3139,8496910.79,"2322","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"279","0",1127.459961000000021,,,,,,,6.000000000000000,,,863133.7944,8497897.16,"2323","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"280","0",1121.239990000000034,,,,,,,6.000000000000000,,,863124.2659,8498883.525,"2324","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"281","0",1098.119995000000017,,,,,,,6.000000000000000,,,863114.7285,8499869.887,"2325","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"282","0",1168.180053999999927,,,,,,,6.000000000000000,,,863105.1821,8500856.245,"2326","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"283","0",1179.579956000000038,,,,,,,6.000000000000000,,,863095.6268,8501842.599,"2327","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"284","4",566.758972200000017,,,,,,,3.471687321500000,,,864319.9423,8480150.165,"2357","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"285","0",567.315978999999970,,,,,,,2.676034115500000,,,864310.5794,8481136.612,"2358","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"286","9",585.245971700000041,,,,,,,2.499593245000000,,,864301.2074,8482123.056,"2359","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"287","0",602.778991700000006,,,,,,,5.644922691500000,,,864291.8265,8483109.495,"2360","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"288","0",586.682006799999954,,,,,,,6.000000000000000,,,864282.4365,8484095.93,"2361","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"289","0",737.828979499999946,,,,,,,6.000000000000000,,,864235.3517,8489028.043,"2366","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"290","0",966.822997999999984,,,,,,,6.000000000000000,,,864216.4548,8491000.859,"2368","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"291","0",864.320983899999987,,,,,,,6.000000000000000,,,864206.9928,8491987.261,"2369","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"292","0",891.575012200000288,,,,,,,6.000000000000000,,,864197.5219,8492973.66,"2370","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"293","0",1031.709961000000021,,,,,,,6.000000000000000,,,864188.042,8493960.054,"2371","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"294","0",954.588989299999980,,,,,,,6.000000000000000,,,864178.553,8494946.444,"2372","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"295","38",1031.050048999999944,,,,,,,1.000000000000000,,,864169.0551,8495932.83,"2373","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"296","0",1035.510009999999966,,,,,,,4.143583525500000,,,864159.5482,8496919.213,"2374","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"297","0",1119.760009999999966,,,,,,,6.000000000000000,,,864150.0324,8497905.591,"2375","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"298","0",1086.729980000000069,,,,,,,6.000000000000000,,,864140.5075,8498891.966,"2376","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"299","0",1049.020019999999931,,,,,,,6.000000000000000,,,864130.9737,8499878.337,"2377","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"300","0",1079.339966000000004,,,,,,,6.000000000000000,,,864121.4309,8500864.704,"2378","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"301","0",1119.750000000000000,,,,,,,6.000000000000000,,,864111.8791,8501851.067,"2379","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"302","0",632.445007299999816,,,,,,,3.686048834500000,,,865317.3935,8482131.337,"2411","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"303","0",747.919982900000036,,,,,,,6.000000000000000,,,865242.1253,8490022.807,"2419","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"304","0",752.908996600000023,,,,,,,6.000000000000000,,,865232.6761,8491009.222,"2420","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"305","0",1034.329956000000038,,,,,,,6.000000000000000,,,865223.218,8491995.633,"2421","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"306","0",970.913024899999982,,,,,,,6.000000000000000,,,865213.7508,8492982.04,"2422","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"307","0",957.273010300000010,,,,,,,6.000000000000000,,,865204.2746,8493968.444,"2423","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"308","0",902.684021000000030,,,,,,,4.859254607000000,,,865194.7894,8494954.843,"2424","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"309","85",1026.599975999999970,,,,,,,1.000000000000000,,,865185.2952,8495941.238,"2425","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"310","144",1053.239990000000034,,,,,,,1.633842422000000,,,865175.792,8496927.63,"2426","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"311","0",1102.449951000000056,,,,,,,4.929135108500001,,,865166.2798,8497914.017,"2427","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"312","0",1099.359985000000052,,,,,,,6.000000000000000,,,865156.7585,8498900.401,"2428","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"313","0",1052.780029000000013,,,,,,,6.000000000000000,,,865147.2283,8499886.781,"2429","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"314","0",1145.270019999999931,,,,,,,6.000000000000000,,,865137.6891,8500873.157,"2430","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"315","0",1158.810058999999910,,,,,,,6.000000000000000,,,865128.1408,8501859.529,"2431","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"316","0",1187.719970999999987,,,,,,,6.000000000000000,,,865118.5836,8502845.898,"2432","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"317","0",783.729980500000011,,,,,,,6.000000000000000,,,866248.9068,8491017.579,"2472","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"318","0",791.625000000000000,,,,,,,6.000000000000000,,,866239.4525,8492003.999,"2473","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"319","0",913.591003399999977,,,,,,,6.000000000000000,,,866229.9891,8492990.415,"2474","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"320","0",795.236999500000024,,,,,,,6.000000000000000,,,866220.5166,8493976.827,"2475","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"321","0",993.088989299999980,,,,,,,6.000000000000000,,,866211.0352,8494963.236,"2476","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"322","0",919.049987799999712,,,,,,,5.778260532999999,,,866201.5447,8495949.64,"2477","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"323","0",1056.390014999999948,,,,,,,3.755863019500000,,,866192.0451,8496936.041,"2478","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"324","0",1042.069946000000073,,,,,,,1.644273521500000,,,866182.5366,8497922.437,"2479","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"325","0",1096.670043999999962,,,,,,,3.288352674500000,,,866173.0189,8498908.83,"2480","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"326","0",1069.160033999999996,,,,,,,6.000000000000000,,,866163.4923,8499895.219,"2481","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"327","0",1088.670043999999962,,,,,,,6.000000000000000,,,866153.9566,8500881.604,"2482","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"328","0",1117.890014999999948,,,,,,,6.000000000000000,,,866144.4119,8501867.986,"2483","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"329","0",963.382995599999958,,,,,,,6.000000000000000,,,867265.1471,8491025.929,"2524","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"330","0",1012.840026999999964,,,,,,,6.000000000000000,,,867255.6965,8492012.359,"2525","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"331","0",886.184997599999974,,,,,,,6.000000000000000,,,867246.2368,8492998.784,"2526","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"332","0",842.241027799999870,,,,,,,6.000000000000000,,,867236.7681,8493985.205,"2527","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"333","0",1116.770019999999931,,,,,,,6.000000000000000,,,867227.2904,8494971.623,"2528","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"334","0",1039.670043999999962,,,,,,,6.000000000000000,,,867217.8036,8495958.036,"2529","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"335","0",987.117004400000042,,,,,,,6.000000000000000,,,867208.3077,8496944.446,"2530","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"336","0",989.614990199999966,,,,,,,5.716853055500000,,,867198.8028,8497930.852,"2531","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"337","0",1082.829956000000038,,,,,,,1.541516510000000,,,867189.2888,8498917.254,"2532","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"338","0",1077.839966000000004,,,,,,,4.281938828500000,,,867179.7657,8499903.652,"2533","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"339","0",1077.020019999999931,,,,,,,6.000000000000000,,,867170.2336,8500890.046,"2534","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"340","0",1086.619995000000017,,,,,,,6.000000000000000,,,867160.6925,8501876.436,"2535","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"341","0",1185.949951000000056,,,,,,,6.000000000000000,,,868271.9499,8492020.713,"2577","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"342","0",1131.949951000000056,,,,,,,6.000000000000000,,,868262.4941,8493007.147,"2578","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"343","0",1030.469970999999987,,,,,,,6.000000000000000,,,868253.0291,8493993.578,"2579","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"344","0",1052.750000000000000,,,,,,,6.000000000000000,,,868243.5551,8494980.004,"2580","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"345","0",1130.150024000000030,,,,,,,6.000000000000000,,,868234.072,8495966.427,"2581","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"346","0",1107.469970999999987,,,,,,,6.000000000000000,,,868224.5798,8496952.845,"2582","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"347","0",1072.489990000000034,,,,,,,6.000000000000000,,,868215.0785,8497939.26,"2583","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"348","0",1101.130004999999983,,,,,,,4.534125125000000,,,868205.5681,8498925.671,"2584","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"349","0",1092.050048999999944,,,,,,,2.391898979500000,,,868196.0487,8499912.078,"2585","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"350","0",1063.199951000000056,,,,,,,6.000000000000000,,,868186.5201,8500898.482,"2586","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"351","0",1218.599975999999970,,,,,,,6.000000000000000,,,869288.2129,8492029.061,"2629","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"352","0",1130.060058999999910,,,,,,,6.000000000000000,,,869278.7608,8493015.504,"2630","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"353","0",1061.050048999999944,,,,,,,6.000000000000000,,,869269.2996,8494001.944,"2631","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"354","0",839.935974100000180,,,,,,,6.000000000000000,,,869259.8293,8494988.379,"2632","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"355","0",1129.949951000000056,,,,,,,6.000000000000000,,,869250.3498,8495974.811,"2633","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"356","0",1190.939941000000090,,,,,,,6.000000000000000,,,869240.8613,8496961.239,"2634","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"357","0",1107.709961000000021,,,,,,,6.000000000000000,,,869231.3637,8497947.663,"2635","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"358","0",1104.939941000000090,,,,,,,5.258256145500001,,,869221.8569,8498934.083,"2636","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"359","0",1107.359985000000052,,,,,,,1.548681083000000,,,869212.3411,8499920.499,"2637","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"360","0",1104.599975999999970,,,,,,,6.000000000000000,,,869202.8161,8500906.912,"2638","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"361","0",1082.949951000000056,,,,,,,6.000000000000000,,,870285.5796,8494010.304,"2683","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"362","0",1073.400024000000030,,,,,,,6.000000000000000,,,870276.1129,8494996.749,"2684","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"363","0",1020.250000000000000,,,,,,,6.000000000000000,,,870266.6372,8495983.19,"2685","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"364","0",1069.859985000000052,,,,,,,6.000000000000000,,,870257.1524,8496969.627,"2686","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"365","0",1123.410033999999996,,,,,,,6.000000000000000,,,870247.6584,8497956.06,"2687","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"366","0",1205.640014999999948,,,,,,,4.491082230000000,,,870238.1552,8498942.489,"2688","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"367","0",1105.920043999999962,,,,,,,6.000000000000000,,,871282.9342,8495991.563,"2737","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
"368","0",1060.930053999999927,,,,,,,6.000000000000000,,,871273.453,8496978.009,"2738","4",total_cluster,C:/Users/Asus/Desktop/POLIMI/Thesis/GISELE/Output/Clusters/total_cluster.shp
